"trade_date","ts_code","name","industry","area","pe","float_share","total_share","total_assets","liquid_assets","fixed_assets","reserved","reserved_pershare","eps","bvps","pb","list_date","undp","per_undp","rev_yoy","profit_yoy","gpr","npr","holder_num"
"20240416","688001.SH","华兴源创","专用机械","江苏","36.37","4.42","4.42","54.64","31.59","8.36","23.08","5.22","0.43","8.89","2.36","20190722","9.59","2.17","-19.84","-37.37","56.01","14.27","12256"
"20240416","603230.SH","内蒙新华","出版业","内蒙","13.64","0.89","3.54","44.04","33.34","6.56","8.77","2.48","0.89","7.28","1.67","20211224","11.63","3.29","10.93","17.55","40.16","17.14","30277"
"20240416","688003.SH","天准科技","专用机械","江苏","120.41","1.92","1.92","31.21","19.97","3.31","11.78","6.12","0.21","9.99","3.43","20190722","3.04","1.58","9.46","38.25","40.44","4.67","8929"
"20240416","601512.SH","中新集团","园区开发","江苏","8.45","14.99","14.99","341.42","180.24","15.63","12.34","0.82","0.69","9.26","0.84","20191220","103.99","6.94","-15.1","-0.21","48.96","46.55","20442"
"20240416","603697.SH","有友食品","食品","重庆","22.02","4.28","4.28","19.82","14.41","3.89","3.83","0.9","0.27","4.29","1.39","20190508","9.01","2.11","-5.68","-24.38","29.37","12.02","20920"
"20240416","600353.SH","旭光电子","元器件","四川","51.73","8.29","8.33","29.98","19.71","4.72","1.83","0.22","0.13","2.1","2.75","20021120","6.14","0.74","15.38","-7.39","26.7","8.54","29601"
"20240416","000861.SZ","海印股份","其他商业","广东","0","23.87","25.09","84.04","29.17","0.51","9.55","0.38","-0.04","1.26","1.06","19981028","-3.52","-0.14","-33.12","-219.24","42.33","-15.11","73234"
"20240416","601615.SH","明阳智能","电气设备","广东","12.31","22.64","22.72","809.44","457.87","113.11","170.12","7.49","0.55","12.07","0.73","20190123","86.9","3.83","-3.26","-65.56","15.78","6.04","145734"
"20240416","600967.SH","内蒙一机","运输设备","内蒙","16.4","16.95","17.03","213.69","129.58","17.42","44.17","2.59","0.34","6.55","1.15","20040518","45.08","2.65","-25.73","-1.4","13.37","7.51","50700"
"20240416","000049.SZ","德赛电池","电气设备","深圳","14.59","3.84","3.85","165.01","111.74","34.17","18.64","4.85","1.71","16.36","1.3","19950320","38.49","10.01","-6.73","-35.13","9.13","2.52","66082"
"20240416","000630.SZ","铜陵有色","铜","安徽","14.75","105.26","126.67","808.48","432.92","255.97","54.84","0.43","0.2","2.53","1.58","19961120","112.81","0.89","15.69","-9","7.67","3.25","286277"
"20240416","600888.SH","新疆众和","铝","新疆","7.05","13.67","13.77","167.19","68.02","55.34","38.91","2.83","1.16","7.06","1.13","19960215","38.08","2.77","-15.52","0.88","15.46","23.97","63158"
"20240416","605020.SH","永和股份","化工原料","浙江","41.85","1.77","3.8","63.77","17.24","24.77","7.26","1.91","0.43","6.38","3.73","20210709","12.46","3.28","18.69","-28.86","15.73","5.03","13535"
"20240416","300609.SZ","汇纳科技","软件服务","上海","0","0.95","1.22","12.73","6.24","2.41","8.51","6.99","-0.27","8.76","1.78","20170215","1.1","0.9","-24.2","-48.34","49.32","-19.26","22854"
"20240416","002226.SZ","江南化工","化工原料","安徽","15.25","18.28","26.49","167.49","76.03","65.91","18.28","0.69","0.29","3.29","1.35","20080506","38.53","1.45","13.75","61.48","29.48","11.24","56361"
"20240416","605151.SH","西上海","汽车配件","上海","17.58","1.34","1.35","20.29","14.48","2.39","4.73","3.5","0.68","10","1.58","20201215","7.03","5.2","-5.98","-1.94","25.62","11.71","9204"
"20240416","002079.SZ","苏州固锝","半导体","江苏","45.81","8.07","8.08","39.26","24.37","6.25","7.57","0.94","0.19","3.6","2.41","20061116","12.3","1.52","25.06","-58.68","14.36","3.81","124479"
"20240416","300415.SZ","伊之密","专用机械","广东","19.75","4.24","4.69","59.08","36.2","11.38","2.06","0.44","0.78","5.51","3.72","20150123","17.58","3.75","3.37","11.47","33.13","12.77","20911"
"20240416","301363.SZ","美好医疗","医疗保健","深圳","22.67","1.12","4.07","34.83","24.12","8.03","15.97","3.93","0.74","7.78","2.87","20221012","11.06","2.72","-2.27","-8.2","42.86","28.76","9029"
"20240416","600072.SH","中船科技","船舶","上海","130.97","7.36","15.07","485.47","306.62","71.33","82.33","5.46","0.09","7.28","2.15","19970603","8.77","0.58","-36.18","-44.17","17.26","1.38","137899"
"20240416","002467.SZ","二六三","互联网","北京","0","13.64","13.88","23.23","9.01","0.88","3.86","0.28","-0.19","1.31","2.56","20100908","-0.7","-0.05","-0.61","-897.37","46.02","-27.71","154450"
"20240416","601106.SH","中国一重","工程机械","黑龙江","268.01","68.58","68.58","451.75","308.91","65.16","96.18","1.4","0.01","1.72","1.56","20100209","-51.69","-0.75","-20.64","-26.29","9.14","0.36","252464"
"20240416","301099.SZ","雅创电子","元器件","上海","35.45","0.29","0.8","23.15","16.48","0.31","5.22","6.53","0.68","12.47","2.56","20211122","3.65","4.56","1.69","-54.6","17.5","3.53","14916"
"20240416","872925.BJ","锦好医疗","医疗保健","广东","91.56","0.43","0.98","4.19","1.53","1.13","1.75","1.78","0.16","3.69","2.97","20211025","0.86","0.88","-10.38","-70.87","50.82","6.58","5322"
"20240416","688193.SH","仁度生物","医疗保健","上海","0","0.31","0.4","10.48","9.34","0.85","7.78","19.46","-0.21","23.93","1.11","20220330","1.21","3.04","-51.23","-135.12","81.72","-7.12","4002"
"20240416","000014.SZ","沙河股份","全国地产","深圳","4.78","2.42","2.42","25.12","21.87","0.21","0.1","0.04","2.16","6.86","1.5","19920602","11.19","4.62","81.93","109.82","66.59","37.75","31008"
"20240416","688315.SH","诺禾致源","医疗保健","北京","48.68","4","4.16","34.62","23.65","7.22","11.53","2.77","0.07","5.84","2.19","20210413","8.27","1.99","6.32","21.4","40.54","6.14","6609"
"20240416","002099.SZ","海翔药业","化学制药","浙江","0","16.17","16.19","84.95","34.76","24.53","29.06","1.8","-0.02","3.7","1.39","20061226","12.1","0.75","-19.05","-118.63","19.36","-2.35","29986"
"20240416","600963.SH","岳阳林纸","造纸","湖南","0","17.79","18.03","159.68","92.82","35.71","55.46","3.08","-0.13","4.82","0.93","20040525","11.3","0.63","-11.66","-138.65","8.53","-2.71","58855"
"20240416","836077.BJ","吉林碳谷","化纤","吉林","16.71","2.72","5.88","50.24","16.18","26.77","8","1.36","0.56","4.14","2.82","20210831","9.82","1.67","10.04","-36.3","31.38","18.43","6417"
"20240416","688089.SH","嘉必优","食品","湖北","25.83","1.68","1.68","15.56","7.31","4.39","8.24","4.9","0.36","8.77","1.41","20191219","3.96","2.36","18.88","-22.41","41.18","17.59","6874"
"20240416","834014.BJ","特瑞斯","专用机械","江苏","16.34","0.46","1.26","13.25","11.03","0.85","4.29","3.41","0.32","6.21","1.12","20221213","1.82","1.45","1.98","-7.64","32.63","9.13","18910"
"20240416","688295.SH","中复神鹰","化纤","江苏","69.4","1.45","9","95.36","36.04","44.64","27.27","3.03","0.35","5.38","4.56","20220406","11.48","1.28","13.25","-47.45","30.6","14.08","10083"
"20240416","603040.SH","新坐标","汽车配件","浙江","13.87","1.34","1.35","14.13","8.85","4.12","2.15","1.59","1","8.83","2.09","20170209","7.58","5.61","19.34","20.11","54.84","32.28","8873"
"20240416","688172.SH","燕东微","半导体","北京","36.71","4.6","11.99","183.27","108.41","31.99","121.51","10.13","0.29","12.39","1.15","20221216","13.93","1.16","-12.25","-20.55","34.47","22.08","22551"
"20240416","600728.SH","佳都科技","软件服务","广东","24.5","21.34","21.44","142.21","92.56","1.84","37.95","1.77","0.2","3.63","1.24","19960716","16.76","0.78","16.7","250.78","12.64","6.34","111129"
"20240416","833394.BJ","民士达","造纸","山东","25.94","0.42","1.46","8.54","5.57","2.13","2.83","1.94","0.14","4.54","3.18","20230425","2.02","1.38","4.82","21.05","36.42","21.04","3737"
"20240416","600601.SH","方正科技","元器件","上海","69.77","41.7","41.7","56.85","26.53","21.62","52.95","1.27","0.03","0.92","2.45","19901219","-51.95","-1.25","-35.59","131.89","18.28","4.29","145826"
"20240416","603848.SH","好太太","家居用品","广东","16.67","4.01","4.04","29.86","5.24","3.1","3.38","0.84","0.59","5.49","2.39","20171201","12.01","2.97","10.71","38.33","50.48","21.33","9728"
"20240416","688484.SH","南芯科技","半导体","上海","45.07","2.54","4.24","44.62","41.06","3.26","27.83","6.57","0.64","8.73","3.18","20230407","4.21","0.99","36.87","6.15","42.3","14.68","13206"
"20240416","000700.SZ","模塑科技","汽车配件","江苏","9.82","9.18","9.18","91.58","50.64","25.63","6.7","0.73","0.45","3.9","1.51","19970228","15.73","1.71","15.42","-1.62","18.62","6.79","47942"
"20240416","603997.SH","继峰股份","汽车配件","浙江","66.82","11.66","11.66","167.53","78.25","36.63","36.75","3.15","0.14","3.53","3.34","20150302","-9.92","-0.85","22.28","300.15","14.51","1.01","14605"
"20240416","603313.SH","梦百合","家居用品","江苏","30.92","4.85","5.71","97.09","40.21","25.28","17.91","3.14","0.23","6.43","1.27","20161013","8.22","1.44","-5.81","14.36","36.52","2.22","21072"
"20240416","301277.SZ","新天地","化学制药","河南","19.69","0.5","2","16.1","11.57","2.78","7.25","3.62","0.79","7.24","2.16","20221116","4.36","2.18","3.84","20.16","39.84","24.13","15103"
"20240416","600055.SH","万东医疗","医疗保健","北京","51.65","5.41","7.03","53.96","44.04","1.77","27.78","3.95","0.27","6.7","2.07","19970519","10.08","1.43","10.3","7.51","42.38","15.43","30739"
"20240416","002062.SZ","宏润建设","建筑工程","浙江","11.92","9.9","11.03","154.24","117.79","9.74","0","0","0.24","3.87","1","20060816","26.5","2.4","-16.56","14.06","14.67","6.65","49156"
"20240416","300255.SZ","常山药业","生物制药","河北","0","9.16","9.19","54.29","31.35","9.97","5.27","0.57","-0.42","2.85","3.27","20110819","12.16","1.32","-36.47","-677.1","31.16","-34.66","74745"
"20240416","600730.SH","中国高科","文教休闲","北京","363.46","5.87","5.87","20.75","11.88","0.03","0","0","0.01","3.02","1.43","19960726","6.87","1.17","-8.91","-38.81","78.06","7.99","54041"
"20240416","688553.SH","汇宇制药-W","化学制药","四川","43.08","2.91","4.24","45.42","29.02","4","24.74","5.84","0.21","8.89","1.36","20211026","7.19","1.7","-45.98","-62.21","85.58","13.46","19140"
"20240416","688180.SH","君实生物-U","生物制药","上海","0","7.63","9.86","113.43","55.71","24.32","153.95","15.62","-2.32","7.26","3.39","20200715","-90.6","-9.19","3.38","4.38","64","-168.76","33014"
"20240416","603185.SH","弘元绿能","电气设备","江苏","8.7","5.72","6.85","252.45","96.37","50.95","70.89","10.35","2.29","22.41","1","20181228","52.74","7.7","-45.23","-53.43","22.99","13.76","69845"
"20240416","832978.BJ","开特股份","汽车配件","湖北","14.94","0.89","1.77","8.97","6.91","1.42","1.4","0.79","0.5","3.31","2.69","20230928","2.5","1.42","0","0","33.32","17.19","10529"
"20240416","688122.SH","西部超导","小金属","陕西","31.3","6.5","6.5","120.84","94.93","14.06","35.77","5.51","1.16","9.73","3.72","20190722","17.71","2.73","-1.62","-30.33","31.87","18.38","21225"
"20240416","688561.SH","奇安信-U","软件服务","北京","0","5.1","6.85","142.85","86.93","12.27","126.09","18.4","-1.79","14.85","1.87","20200722","-42.19","-6.16","15.5","-8.69","60.75","-33.32","19651"
"20240416","600939.SH","重庆建工","建筑工程","重庆","19.13","19.02","19.02","825.76","660.56","14.25","16.99","0.89","0.08","4.25","0.59","20170221","22.07","1.16","-18.54","-32.61","5.27","0.59","45319"
"20240416","600846.SH","同济科技","建筑工程","上海","12.11","6.25","6.25","87.76","74.49","0.95","0.23","0.04","0.45","6.14","1.19","19940311","28.88","4.62","111.57","52.19","9.11","6.64","38309"
"20240416","603639.SH","海利尔","农药化肥","山东","8.45","3.37","3.4","64.01","33.73","18.36","7.06","2.08","1.3","9.85","1.49","20170112","21.77","6.4","-2.51","2.7","31.1","11.93","13469"
"20240416","300454.SZ","深信服","软件服务","深圳","113.73","2.76","4.2","150.29","69.53","3.12","51.84","12.35","0.47","20.73","2.59","20180516","29.19","6.95","3.36","1.89","65.13","2.59","42216"
"20240416","600283.SH","钱江水利","水务","浙江","20.47","3.53","3.53","76.55","16","37.02","11.52","3.26","0.58","6.67","1.79","20001018","7.2","2.04","21.61","19.22","31.79","12.69","32966"
"20240416","300433.SZ","蓝思科技","元器件","湖南","29.61","49.61","49.83","754.66","260.48","358.85","207.02","4.15","0.33","9.02","1.45","20150318","171.74","3.45","7.07","117.23","18.03","4.91","147855"
"20240416","603009.SH","北特科技","汽车配件","上海","93.79","3.38","3.59","33.92","15.68","11.78","10.17","2.84","0.14","4.83","2.76","20140718","3.11","0.87","10.3","10.72","17.42","2.62","18897"
"20240416","002065.SZ","东华软件","软件服务","北京","36.99","29.08","32.05","236.38","201.77","3.84","28.05","0.87","0.14","3.58","1.41","20060823","46.49","1.45","-2.62","9.68","23.98","5.52","139038"
"20240416","600547.SH","山东黄金","黄金","山东","58.83","36.14","44.73","1345.99","286.32","417.46","30.63","0.68","0.42","5.17","5.92","20030828","143.69","3.21","17.83","86.57","16.6","4.88","138646"
"20240416","300747.SZ","锐科激光","专用机械","湖北","45.87","5.07","5.65","58.54","41.33","11.45","9.37","1.66","0.31","5.71","3.27","20180625","16.69","2.95","11.29","422.5","24.8","6.86","39446"
"20240416","603039.SH","泛微网络","软件服务","上海","47.4","2.61","2.61","39.04","33.11","2.39","6.09","2.34","0.69","7.98","4.07","20170113","12.25","4.7","2.65","-19.99","93.94","7.47","9292"
"20240416","600573.SH","惠泉啤酒","啤酒","福建","43.94","2.5","2.5","14.93","11.54","2.73","5.06","2.02","0.19","4.99","1.71","20030226","3.6","1.44","0.04","21.8","29.48","7.95","21870"
"20240416","600480.SH","凌云股份","汽车配件","河北","13.99","9.17","9.41","194.3","124.26","35.52","35.89","3.82","0.48","7.25","1.21","20030815","22.56","2.4","11.36","103.97","16.16","4.57","31187"
"20240416","688312.SH","燕麦科技","专用机械","深圳","32.23","1.45","1.45","14.88","11.54","0.19","8.33","5.75","0.31","9.19","1.46","20200608","3.3","2.28","-12.76","-31.4","58.01","21.16","8751"
"20240416","831689.BJ","克莱特","专用机械","山东","12.25","0.36","0.73","6.98","5.33","0.82","2.11","2.88","0.64","6.13","1.7","20220321","1.25","1.71","26.3","38.75","29.23","12.21","16722"
"20240416","002156.SZ","通富微电","半导体","江苏","175.91","15.17","15.17","348.78","121.84","159.12","94.37","6.22","0.11","9.18","2.14","20070816","26.78","1.77","3.92","-66.24","11.67","0.97","138436"
"20240416","002221.SZ","东华能源","石油贸易","江苏","89.17","14.61","15.76","403.73","188.85","109.65","31.59","2","0.07","6.71","1.31","20080306","54.66","3.47","-7.54","-26.49","4.69","0.64","29695"
"20240416","603919.SH","金徽酒","白酒","甘肃","28.91","5.07","5.07","44.02","27.39","13.64","8.71","1.72","0.65","6.56","2.86","20160310","16.94","3.34","26.64","17.35","62.44","12.66","50393"
"20240416","300994.SZ","久祺股份","文教休闲","浙江","17.35","0.78","2.33","17.42","14.33","1.87","5.45","2.34","0.41","4.78","1.98","20210812","2.74","1.18","-16.96","-37.84","14.82","6.03","10017"
"20240416","002139.SZ","拓邦股份","元器件","深圳","21.64","10.44","12.68","111.84","69.19","21.03","22.13","1.75","0.41","5.04","1.75","20070629","27.06","2.14","1.32","-11.58","22.31","5.69","95338"
"20240416","688590.SH","新致软件","软件服务","上海","62.46","2.61","2.61","26.9","22.75","0.89","4.85","1.86","0.18","5.66","2.46","20201207","3.5","1.34","32.76","149.05","26.69","3.81","8392"
"20240416","000792.SZ","盐湖股份","农药化肥","青海","10.98","54.33","54.33","464.07","303.72","84.68","407.6","7.5","1.49","5.87","2.72","19970904","-150.62","-2.77","-29.8","-49.17","56.05","43.4","233368"
"20240416","300855.SZ","图南股份","小金属","江苏","24.25","2.84","3.95","20.75","11.86","4.84","4.85","1.23","0.66","4.45","4.79","20200723","7.97","2.02","46.17","40.94","35.62","24.47","11700"
"20240416","000797.SZ","中国武夷","全国地产","福建","93.41","15.7","15.71","229.7","213.05","4.66","20.85","1.33","0.02","3.21","0.72","19970715","12.73","0.81","29.69","28.12","37.42","4.64","47792"
"20240416","300993.SZ","玉马遮阳","家居用品","山东","22.86","0.99","3.08","14.5","8.36","4.05","4.78","1.55","0.39","4.38","2.71","20210524","5.1","1.66","18.81","0.75","40.91","25.07","8811"
"20240416","688551.SH","科威尔","专用机械","安徽","29.86","0.81","0.84","17.33","14.72","1.66","9.57","11.42","1.45","15.65","2.67","20200910","2.34","2.79","41","88.14","53.87","21.93","3161"
"20240416","834033.BJ","康普化学","化工原料","重庆","20.12","0.32","0.92","8.46","5.81","0.81","2.58","2.82","1.64","7.32","4.49","20221221","2.77","3.02","26.22","43.97","43.85","33.9","2409"
"20240416","601330.SH","绿色动力","环境保护","深圳","14.46","9.89","13.93","225.37","38.64","3.29","24.13","1.73","0.45","5.45","1.2","20180611","34.25","2.46","-13.39","-15.51","38.52","16.77","44303"
"20240416","688696.SH","极米科技","家用电器","四川","46.92","0.7","0.7","54.38","40.5","11","21.29","30.41","1.23","44.54","1.73","20210303","9.15","13.07","-15.98","-73.86","32.81","3.54","8267"
"20240416","688586.SH","江航装备","航空","安徽","33.5","7.91","7.91","35.85","28.58","5.59","9.49","1.2","0.24","3.13","2.61","20200731","6.22","0.79","8.89","-20.9","38.38","15.9","16298"
"20240416","600879.SH","航天电子","航空","湖北","42.56","32.29","32.99","464.36","390.11","45.18","101.03","3.06","0.18","6.14","1.1","19951115","63.65","1.93","7.16","-14.35","20.32","3.15","124251"
"20240416","870656.BJ","海昇药业","化学制药","浙江","12.8","0.16","0.8","2.92","1.74","0.58","0.07","0.08","0.83","7.78","1.83","20240202","1.63","2.04","0","0","52.58","40.24","0"
"20240416","002171.SZ","楚江新材","铜","安徽","22.18","12.94","13.24","167.23","109.57","30.25","30.03","2.27","0.26","4.55","1.69","20070921","19.11","1.44","13.59","244.96","3.74","1.16","56470"
"20240416","300669.SZ","沪宁股份","运输设备","浙江","49.02","1.79","1.93","9.91","5.74","1.62","4.47","2.32","0.2","4.55","2.83","20170629","2.05","1.07","-5.73","-1.07","26.7","13.29","6571"
"20240416","300759.SZ","康龙化成","化学制药","北京","20.36","14.29","17.87","264.77","108.74","64.97","52.22","2.92","0.9","6.91","2.64","20190128","52.05","2.91","12.39","16.48","35.75","13.71","79611"
"20240416","601456.SH","国联证券","证券","江苏","42.44","23.89","28.32","871.29","0","1.02","81.74","2.89","0.24","6.28","1.6","20200731","35.44","1.25","12.68","-12.51","27.47","22.82","102607"
"20240416","600481.SH","双良节能","电气设备","江苏","7.02","18.71","18.71","291.41","149.88","87.34","26.24","1.4","0.75","3.58","1.96","20030422","17.94","0.96","114.83","68.98","16.13","8.02","89026"
"20240416","002815.SZ","崇达技术","元器件","深圳","20.02","6.41","10.92","119.28","58.3","45.43","31.29","2.87","0.39","6.35","1.18","20161012","25.04","2.29","-1.68","-35.84","25.94","7.3","43579"
"20240416","688120.SH","华海清科","半导体","天津","32.84","1.13","1.59","87.13","76.48","6.95","38.59","24.28","3.55","34.74","4.47","20220608","12.34","7.76","62.37","64.46","46.46","30.64","8644"
"20240416","600118.SH","中国卫星","航空","北京","126.46","11.82","11.82","148.96","114.87","9.23","17.3","1.46","0.14","5.37","4.41","19970908","32.27","2.73","-30.53","-43.59","15.09","5.95","146886"
"20240416","002203.SZ","海亮股份","铜","浙江","14.49","19.36","19.98","397.03","239.55","37.72","28.43","1.42","0.49","6.6","1.42","20080116","78.27","3.92","20.92","3.92","3.52","1.44","14651"
"20240416","839273.BJ","一致魔芋","食品","湖北","13.45","0.26","0.74","6.42","5.02","0.72","2.51","3.4","0.74","7.67","1.25","20230221","2.12","2.88","7.03","-19.23","20.98","11.02","2397"
"20240416","300775.SZ","三角防务","航空","陕西","15.09","5.32","5.5","80.83","65.73","8.21","25.01","4.55","1.12","9.36","2.41","20190521","19.97","3.63","33.18","31.49","42.9","31.63","37426"
"20240416","605056.SH","咸亨国际","电器仪表","浙江","58.27","1.6","4.11","24.3","19.01","2.93","7.06","1.72","0.15","3.63","3.18","20210720","3.43","0.83","35.99","-44.63","29.67","3.75","12479"
"20240416","002273.SZ","水晶光电","元器件","浙江","31.02","13.58","13.91","112.55","47.71","43.52","42.65","3.07","0.43","6.19","2.16","20080919","27.6","1.98","16.01","4.15","27.81","12.16","75815"
"20240416","603566.SH","普莱柯","农业综合","河南","24.17","3.46","3.46","33.47","15.08","7.32","13.23","3.82","0.52","7.75","2.15","20150518","10.21","2.95","12.25","39.78","61.67","19.29","13407"
"20240416","000833.SZ","粤桂股份","综合类","广西","56.84","3.78","6.68","54.45","23.93","16.6","13.64","2.04","0.1","4.96","1.14","19981111","11.94","1.79","-1.66","-77.55","14.02","1.96","42232"
"20240416","600020.SH","中原高速","路桥","河南","10.2","22.47","22.47","500.61","61.86","110.38","13.34","0.59","0.32","4.89","0.77","20030808","58.56","2.61","-23.04","491","41.76","14.53","59417"
"20240416","600823.SH","ST世茂","全国地产","上海","0","37.51","37.51","1277.29","667.53","18.38","7.78","0.21","-0.57","3.95","0.24","19940204","96.04","2.56","-24.65","-458.6","35.9","-72.72","44770"
"20240416","688786.SH","悦安新材","小金属","江西","37.05","0.54","0.86","8.88","4.91","2.63","3.6","4.2","0.69","8.2","4.16","20210826","2.03","2.37","-21.88","-25.41","39.34","21.73","3213"
"20240416","300482.SZ","万孚生物","医疗保健","广东","20","3.33","4.72","57.67","31.56","10.37","7.71","1.63","0.91","9.96","2.27","20150630","30.84","6.53","-57.32","-67.75","62.84","19.84","55265"
"20240416","002706.SZ","良信股份","电气设备","上海","15.52","9.11","11.23","58.2","32.76","14.16","15.3","1.36","0.47","3.68","1.92","20140121","12.75","1.14","10.3","21.15","32.45","11.14","34517"
"20240416","688248.SH","南网科技","电气设备","广东","53.89","2.29","5.65","46.18","39.82","2.2","17.15","3.04","0.5","4.96","5.42","20211222","4.51","0.8","41.77","36.71","28.98","11.19","14258"
"20240416","688002.SH","睿创微纳","通信设备","山东","25.11","4.47","4.47","84.59","49.9","15.71","20.85","4.66","0.87","10.75","2.69","20190722","18.21","4.07","55.7","112.12","50.36","13.44","14717"
"20240416","300144.SZ","宋城演艺","旅游景点","浙江","25.29","22.72","26.2","101.5","34.28","23","12.64","0.48","0.3","3.16","3.21","20101209","38.88","1.48","316.77","938.93","71.45","49.75","75780"
"20240416","688503.SH","聚和材料","电气设备","江苏","20.49","1.2","1.66","74.96","67.94","1.6","35.26","21.29","2.67","29.7","1.84","20221209","11.33","6.84","58.21","13","9.82","4.29","7603"
"20240416","688185.SH","康希诺","生物制药","天津","0","1.15","2.47","93.19","51.81","16.98","65.74","26.57","-6.01","21.32","2.14","20200813","-15.58","-6.3","-65.49","-63.04","27.37","-550.97","21987"
"20240416","836270.BJ","天铭科技","汽车配件","浙江","13.73","0.22","0.87","4.56","3.67","0.18","1.62","1.85","0.54","4.66","2.13","20220902","1.32","1.52","63.88","48.62","42.13","26.35","7565"
"20240416","601399.SH","国机重装","工程机械","四川","44.01","72.14","72.14","293.91","208.75","33.73","148.03","2.05","0.05","1.92","1.48","20200608","-87.39","-1.21","19.68","10.58","13.05","4.64","63681"
"20240416","603228.SH","景旺电子","元器件","深圳","16.86","8.42","8.42","168.74","85.37","67.21","17.7","2.1","0.83","9.57","1.95","20170106","51.56","6.12","0.46","-6.23","24.62","8.88","28592"
"20240416","002941.SZ","新疆交建","建筑工程","新疆","21.04","6.4","6.45","193.56","104.37","3.75","7.31","1.13","0.52","4.98","2.19","20181128","15.46","2.4","2.37","-5.05","8.8","4.14","53293"
"20240416","600038.SH","中直股份","航空","黑龙江","62.6","5.89","7.32","277.95","243.67","18.05","44.22","6.04","0.75","16.98","2.23","20001218","43.54","5.95","19.81","14.11","10.13","1.49","48625"
"20240416","000055.SZ","方大集团","装修装饰","深圳","14.92","6.76","10.74","133.76","63.9","6.21","0.11","0.01","0.25","5.55","0.68","19960415","47.72","4.44","11.57","-3.6","20.68","6.45","49564"
"20240416","600685.SH","中船防务","船舶","广东","746.34","8.21","14.14","508.63","298.27","51.72","90.03","6.37","0.03","11.61","2.19","19931028","22.77","1.61","26.19","-93.02","6.63","0.45","69197"
"20240416","002281.SZ","光迅科技","通信设备","湖北","48.84","7.56","7.94","115.18","88.84","12.57","42.05","5.3","0.6","10.17","3.34","20090821","31.2","3.93","-18.06","-15.8","21.8","9.38","123267"
"20240416","002867.SZ","周大生","服饰","深圳","13.39","10.84","10.96","80.58","65.73","0.14","13.27","1.21","1.01","5.62","3.17","20170427","36.75","3.35","39.81","17.69","18.22","8.75","22529"
"20240416","300463.SZ","迈克生物","医疗保健","四川","19.52","4.95","6.12","82.33","44.75","20.7","17.82","2.91","0.44","10.34","1.1","20150528","37.96","6.2","-22.19","-55.27","54.93","12.67","41478"
"20240416","688062.SH","迈威生物-U","生物制药","上海","0","2.04","4","44.55","20.48","6.23","59.31","14.84","-2.64","6.47","4.83","20220118","-37.51","-9.39","361.03","-10.28","98.93","-828.26","14938"
"20240416","002550.SZ","千红制药","生物制药","江苏","21.98","9.1","12.8","27.38","15.28","5.09","0.4","0.03","0.15","1.93","2.35","20110218","9.05","0.71","-11.09","-26.28","42.93","12.8","85180"
"20240416","601568.SH","北元集团","化工原料","陕西","29.78","25.7","39.72","158.82","82.09","63.11","38.25","0.96","0.11","3.29","1.31","20201020","43.01","1.08","-16.11","-68.82","13.45","5.14","75849"
"20240416","000988.SZ","华工科技","专用机械","湖北","31.04","10.05","10.06","174.08","130.4","19.3","26.99","2.68","1","9.11","3.41","20000608","52.92","5.26","-15.01","11.14","23.11","9.78","155408"
"20240416","300174.SZ","元力股份","化工原料","福建","17.76","3.65","3.66","38.71","22.72","11.45","19.63","5.37","0.21","8.71","1.73","20110201","8.62","2.36","2.15","71.25","22.56","16.71","12104"
"20240416","300171.SZ","东富龙","医疗保健","上海","12.87","5.58","7.61","131.2","106.01","7.66","35.23","4.63","0.77","10.31","1.28","20110201","30.45","4","13.31","-3.48","38.24","14.48","31572"
"20240416","600643.SH","爱建集团","多元金融","上海","10.43","16.19","16.22","254.59","116.71","38.64","40.41","2.49","0.29","7.89","0.52","19930426","58.56","3.61","-15.31","-28.72","34.64","47.11","57412"
"20240416","301267.SZ","华厦眼科","医疗保健","福建","27.64","3.29","8.4","73.22","49.98","7.66","26.33","3.13","0.66","6.58","3.71","20221107","19.79","2.36","22.98","40.17","50.62","18.35","11743"
"20240416","688271.SH","联影医疗","医疗保健","上海","70.04","5.89","8.24","242.45","197.74","21.48","139.01","16.87","1.29","22.89","5.27","20220822","33.19","4.03","26.86","18.41","48.67","14.34","22181"
"20240416","600584.SH","长电科技","半导体","江苏","34.05","17.89","17.89","430.07","177.33","190.35","153.17","8.56","0.54","14.42","1.71","20030603","77.71","4.34","-17.55","-60.3","13.87","4.77","242623"
"20240416","600790.SH","轻纺城","商品城","浙江","22.97","14.66","14.66","124.07","33.62","1.71","11.49","0.78","0.16","4.09","0.82","19970228","30.36","2.07","4.22","-81.93","48.92","26.61","25352"
"20240416","600415.SH","小商品城","商品城","浙江","14.93","54.7","54.84","339.77","52.3","48.99","16.64","0.3","0.43","3.16","2.66","20020509","86.12","1.57","25.08","43.01","27.1","29.34","177322"
"20240416","301130.SZ","西点药业","化学制药","吉林","33.17","0.58","0.81","10.29","6.43","2.37","4.61","5.71","0.51","12.05","1.88","20220223","3.72","4.6","-7.45","28.56","81.78","24.22","10194"
"20240416","688455.SH","科捷智能","机械基件","山东","0","1.29","1.81","27.57","24.32","1.74","8.92","4.93","-0.32","6.74","1.28","20220915","1.28","0.71","-31.08","-255.66","15.73","-12.45","13949"
